Name,Phone Number,Category,Product,Customer Review (Score),Detailed Review (Product),Email,State,Address,Customer Review (Site),Most Bought,Most Searched,Churning Score
Akarsh Kibe,5029798398,Beauty,Lipstick,4.2,Great value for money. Will buy again.,usuri@wali.net,Manipur,"H.No. 33, Solanki Marg, Thane-655064",2.9,Perfume,Face Cream,66
Lakshay Aggarwal,9.14069E+11,Books,Comics,1.2,Amazing features at this price! Highly recommended.,sidhumiraan@jani.com,Madhya Pradesh,"57/816, Randhawa Marg, Miryalaguda 814065",4.7,Educational,Fiction,36
Vivaan Buch,05878741987,Electronics,Smartphone,1.8,"Works well, but could be improved in durability.",ekant@gmail.com,Goa,"H.No. 967
Sankar Zila, Dewas-999881",2.1,Laptop,Smartphone,17
Nehmat Bumb,3673076845,Electronics,Smartwatch,3.3,Poor customer service. The product was damaged on arrival.,kimaya32@kari.com,Arunachal Pradesh,"H.No. 41
Singhal Nagar
Barasat 194035",2.6,Tablet,Tablet,46
Sara Kohli,00919992366,Clothing,T-shirt,4.1,Amazing features at this price! Highly recommended.,shankarahana@sundaram-kapoor.com,Madhya Pradesh,"85/75
Rastogi Road
Sri Ganganagar-726927",3,Shoes,Jeans,64
Sahil Chowdhury,9.13383E+11,Beauty,Face Cream,2.5,"Works well, but could be improved in durability.",kartikbhasin@ghose-andra.com,Goa,"H.No. 117
Bhargava Marg, Bikaner-095003",3.8,Perfume,Foundation,70
Inaaya  Wagle,9.14769E+11,Electronics,Headphones,2.6,Loved it! Exactly what I was looking for.,anay70@hotmail.com,Bihar,"H.No. 114, Banerjee Chowk
Gorakhpur-199315",4.3,Headphones,Tablet,98
Jayant Sagar,09950495125,Clothing,Jacket,4.2,Poor customer service. The product was damaged on arrival.,trisha07@yahoo.com,Mizoram,"972
Chacko Street
Asansol-754013",2.6,Jacket,Jeans,77
Faiyaz Sandhu,08961972487,Home Appliances,Washing Machine,2.8,"Works well, but could be improved in durability.",manikyabatta@gmail.com,Himachal Pradesh,"H.No. 06
Ray Zila
Ballia-136970",3.3,Washing Machine,Air Conditioner,48
Dhanuk Sridhar,9.18314E+11,Electronics,Headphones,1.9,Poor customer service. The product was damaged on arrival.,anika85@sane.com,Odisha,"H.No. 162, Kala Circle
Jaunpur 982192",3.1,Smartwatch,Smartwatch,58
Nirvi Deo,9.15401E+11,Books,Educational,3.5,Amazing features at this price! Highly recommended.,piya97@rout.net,Uttar Pradesh,"H.No. 522
Sheth Marg
Shimoga 794763",1.5,Comics,Non-fiction,10
Miraan Verma,9.10011E+11,Books,Educational,4.7,"Works well, but could be improved in durability.",tara11@yahoo.com,Bihar,"H.No. 11, Biswas Path, Gopalpur-658537",1.8,Fiction,Educational,8
Advika Ravi,9.13661E+11,Electronics,Laptop,3.6,Average product. Expected better quality.,sinharanbir@setty-walia.com,Meghalaya,"78, Bose Circle, Agra-209316",3,Smartwatch,Smartwatch,55
Hridaan Comar,3335562452,Books,Non-fiction,3.1,Poor customer service. The product was damaged on arrival.,shalvkala@ghose-kaul.info,Telangana,"71
Gara Zila
Bhubaneswar-596697",1.2,Non-fiction,Educational,30
Jayant Bhattacharyya,0096247032,Home Appliances,Air Conditioner,2.3,Poor customer service. The product was damaged on arrival.,aaravapte@johal.info,Telangana,"H.No. 985, Sankar Street
Latur 255767",2.9,Refrigerator,Microwave,55
Miraan Dyal,9.13823E+11,Electronics,Smartphone,1.8,Not as described. Disappointed with the quality.,ehsaanchaudhuri@gmail.com,Manipur,"91, Behl Road
Gandhinagar 046437",4.4,Headphones,Laptop,48
Rati Sunder,9.14812E+11,Clothing,Jeans,2.4,Superb performance! Exceeded my expectations.,crama@gmail.com,Karnataka,"83, Bhalla Chowk, Hindupur 639872",1.4,Jacket,T-shirt,42
Ivana Desai,03273755649,Clothing,Saree,3.8,Excellent quality! Very satisfied with the purchase.,cthaman@krishna.com,Goa,"00/04, Sathe, Yamunanagar 865667",1.3,Shoes,Jacket,57
Azad Kara,08210387908,Clothing,Saree,4.6,Excellent quality! Very satisfied with the purchase.,jivin77@shetty-viswanathan.com,Arunachal Pradesh,"H.No. 832, Walia Zila
Shimoga-103462",4.1,Shoes,Jacket,45
Sara Chopra,09654521368,Books,Comics,3.6,Superb performance! Exceeded my expectations.,lamble@hotmail.com,Goa,"66, Bhatt Chowk, Panipat-782454",4.5,Comics,Non-fiction,49
Eshani Sahota,05364030364,Clothing,Saree,2.3,Loved it! Exactly what I was looking for.,csaha@hotmail.com,Rajasthan,"H.No. 773, Shah Marg
Thoothukudi 953020",2.1,T-shirt,T-shirt,93
Indrajit Dalal,9.15137E+11,Beauty,Face Cream,2.7,Excellent quality! Very satisfied with the purchase.,mdivan@hotmail.com,Uttarakhand,"89
Das Nagar, Malda-988065",1.7,Perfume,Perfume,46
Rhea Ganesan,9.16331E+11,Home Appliances,Microwave,4.3,Poor customer service. The product was damaged on arrival.,tbali@yahoo.com,Assam,"H.No. 288
Gandhi Circle
Moradabad 609958",4.9,Washing Machine,Microwave,73
Pranay Agarwal,1255901215,Electronics,Smartphone,3.7,Average product. Expected better quality.,vihaan98@gmail.com,Mizoram,"H.No. 490
Saran Chowk, Surat 721172",4.2,Smartwatch,Laptop,9
Hrishita Goyal,9.1164E+11,Electronics,Laptop,1.1,Superb performance! Exceeded my expectations.,mallickhrishita@yogi.com,Nagaland,"185
Saran Chowk
Madhyamgram-639539",2.6,Smartwatch,Tablet,58
Navya Chanda,09383197021,Clothing,Shoes,2.4,Excellent quality! Very satisfied with the purchase.,chadasiya@bakshi.com,Haryana,"H.No. 234, Taneja Road
Malda-913547",1.5,Saree,Shoes,87
Heer Ganesan,4177119082,Beauty,Foundation,3,Superb performance! Exceeded my expectations.,raghav99@gmail.com,Gujarat,"537
Cheema Nagar
Bharatpur-277185",2.6,Perfume,Perfume,8
Diya Kade,7131080196,Home Appliances,Washing Machine,2.8,"Works well, but could be improved in durability.",adahkorpal@gmail.com,Haryana,"87/27, Ahuja Zila
Panchkula-669025",2.2,Air Conditioner,Washing Machine,24
Saksham Venkatesh,02788072471,Books,Non-fiction,1.1,Poor customer service. The product was damaged on arrival.,seher00@srivastava-suri.biz,Chhattisgarh,"19/44
Aurora Marg, Bahraich 908258",2,Fiction,Educational,76
Sahil Chatterjee,3199929575,Beauty,Foundation,4.2,Average product. Expected better quality.,damini49@yahoo.com,Himachal Pradesh,"134
Sen Road, Surat-170360",4.8,Perfume,Face Cream,12
Divyansh Ramesh,03803896211,Beauty,Face Cream,2.1,Amazing features at this price! Highly recommended.,bariabhamini@gmail.com,Manipur,"H.No. 64
Kadakia Marg, Bokaro-851977",2.6,Lipstick,Lipstick,92
Nitara Kumer,9.13219E+11,Sports,Yoga Mat,1.8,"The product is decent, but delivery took too long.",bavaivan@gmail.com,Uttar Pradesh,"447, Wali Road
Erode-329239",3.5,Cricket Bat,Football,47
Miraya Sidhu,07539158288,Sports,Football,2.8,Not as described. Disappointed with the quality.,lalashayak@kumer.net,West Bengal,"H.No. 297, Dyal Chowk
Phusro 315494",4.8,Yoga Mat,Yoga Mat,29
Aarush Dewan,9.18564E+11,Electronics,Laptop,1.2,"The product is decent, but delivery took too long.",gganesh@gmail.com,Maharashtra,"89/968
Bedi Ganj, Ajmer-495256",2.4,Smartphone,Tablet,42
Piya Cherian,05760604886,Sports,Football,2.2,"Works well, but could be improved in durability.",edatta@deshmukh-krish.biz,Tripura,"H.No. 579
Kant, Indore-789815",2.5,Football,Yoga Mat,93
Anahi Bora,5474139620,Sports,Football,4.7,Excellent quality! Very satisfied with the purchase.,randhawanitara@hotmail.com,Goa,"71/75
Deo Zila
Purnia-240007",3.2,Football,Yoga Mat,49
Umang Manne,04134151300,Books,Fiction,2.3,Not as described. Disappointed with the quality.,siyalalla@ratta.com,Assam,"86/38, Jaggi Zila, Dewas-355482",3,Comics,Fiction,15
Manjari Amble,2987961517,Clothing,Saree,2.9,"Works well, but could be improved in durability.",auroraraghav@warrior.org,Telangana,"504
Sarraf, Karaikudi 912154",2.6,Shoes,Jeans,25
Hiran Dayal,05609536063,Sports,Yoga Mat,3.1,Loved it! Exactly what I was looking for.,madhupratti@thakkar.com,Rajasthan,"53/022
Tata, Patiala-537818",2.4,Football,Cricket Bat,56
Lakshay Ramakrishnan,9.1849E+11,Clothing,Shoes,1.6,Poor customer service. The product was damaged on arrival.,shalvdara@gmail.com,Gujarat,"H.No. 55
Batra Street, Bidhannagar-473124",4.4,Saree,Saree,67
Dharmajan Lad,05006036236,Books,Fiction,4.9,Superb performance! Exceeded my expectations.,deeppurab@hotmail.com,Jharkhand,"305
Solanki Circle
Bhubaneswar 728286",3.8,Non-fiction,Educational,87
Vritika Shah,0584671185,Home Appliances,Air Conditioner,4,Not as described. Disappointed with the quality.,xbhargava@loke.biz,Tamil Nadu,"H.No. 62
Dhaliwal Path
Akola-174302",3.1,Microwave,Air Conditioner,10
Nitya Koshy,3028443942,Books,Fiction,4.7,Poor customer service. The product was damaged on arrival.,romil59@yahoo.com,Andhra Pradesh,"16/42, Sagar Marg, Hyderabad 645227",3.1,Fiction,Comics,57
Adira Chakraborty,9.12318E+11,Beauty,Perfume,1.5,"The product is decent, but delivery took too long.",kakarishita@yohannan-chacko.info,Gujarat,"45/170
Bains Ganj
Bardhaman 807483",1.8,Face Cream,Perfume,43
Chirag Master,9.15563E+11,Beauty,Foundation,3.2,Poor customer service. The product was damaged on arrival.,pborde@baria-mahajan.com,Andhra Pradesh,"63/837, Shan Circle, Imphal 213142",1.9,Face Cream,Perfume,88
Nitara Aurora,5768746316,Electronics,Smartphone,3.3,Great value for money. Will buy again.,gardebiju@sharaf-comar.org,Meghalaya,"H.No. 249, Chaudhari Path
Guntakal 551188",2.5,Smartwatch,Smartwatch,84
Dhruv Bobal,01254898333,Electronics,Headphones,3.2,Average product. Expected better quality.,madhavdeshpande@bera-sama.com,Andhra Pradesh,"13, Khatri Marg, Bhiwani 625477",3.1,Smartphone,Tablet,82
Khushi Kant,0035318603,Electronics,Smartphone,4.5,Loved it! Exactly what I was looking for.,madhav18@tata.com,Kerala,"95
Dash Marg
Bhatpara 787881",4.4,Headphones,Laptop,73
Pranay Dass,02510394286,Books,Fiction,4.4,Average product. Expected better quality.,giyer@bali-saha.biz,Karnataka,"43/09
Sehgal Street, Mehsana 297288",1.9,Fiction,Fiction,29
Kartik Konda,04962805967,Sports,Cricket Bat,4.1,Great value for money. Will buy again.,yohannanpranay@hora.org,Rajasthan,"H.No. 750
Bhatt Street
Silchar 623882",4,Yoga Mat,Badminton Racket,92
Tiya Rout,7182123610,Books,Non-fiction,2,Great value for money. Will buy again.,neysa98@gmail.com,Jharkhand,"94
Barad Chowk, Madanapalle-885626",2.5,Educational,Fiction,80
Mishti Bobal,9.16354E+11,Beauty,Perfume,1,"The product is decent, but delivery took too long.",zain58@gmail.com,Punjab,"34
Tara Ganj, Gorakhpur 267984",1.1,Foundation,Face Cream,15
Charvi Ramaswamy,2928681120,Home Appliances,Microwave,4.4,Great value for money. Will buy again.,ahana-11@yahoo.com,Meghalaya,"94/21
Acharya Zila, Raurkela Industrial Township 689091",3,Washing Machine,Air Conditioner,56
Arnav Khalsa,9.12757E+11,Books,Non-fiction,4.6,Not as described. Disappointed with the quality.,hborra@hotmail.com,Madhya Pradesh,"80/178
Dara, Gudivada-329261",4.2,Comics,Educational,2
Himmat Bobal,09833746826,Electronics,Smartwatch,1.1,Poor customer service. The product was damaged on arrival.,gsama@manda.com,Maharashtra,"H.No. 90, Gara Road
Kharagpur 328875",2.6,Tablet,Laptop,82
Shanaya Anne,00802939391,Beauty,Face Cream,3.4,Great value for money. Will buy again.,parisheth@dutta.com,Odisha,"H.No. 697
Lall Circle
Panvel 706930",2.9,Foundation,Lipstick,10
Armaan Saini,9.16944E+11,Beauty,Lipstick,4.6,Average product. Expected better quality.,nbala@hotmail.com,Jharkhand,"398
Chaudhary Marg
Nadiad-143517",1.8,Perfume,Face Cream,99
Kiara Kurian,3412046269,Clothing,Shoes,3.9,Loved it! Exactly what I was looking for.,ehsaan89@aurora.net,Uttarakhand,"H.No. 43, Grover Zila
Satna-290166",1.3,Saree,Jeans,10
Aaina Randhawa,9.12877E+11,Beauty,Foundation,1.7,Loved it! Exactly what I was looking for.,orao@singh.org,Meghalaya,"516
Kala Street
Karaikudi 348358",3,Face Cream,Lipstick,82
Yuvraj  Dhar,9.15663E+11,Sports,Cricket Bat,4.4,Superb performance! Exceeded my expectations.,tarini73@tak.com,Assam,"H.No. 00
Baral Ganj
Bhalswa Jahangir Pur 383760",1.8,Badminton Racket,Badminton Racket,77
Tushar Ahuja,3278593457,Books,Fiction,4.1,"The product is decent, but delivery took too long.",deolindrans@gmail.com,Jharkhand,"H.No. 542
Kalla, Morbi-329891",4,Non-fiction,Comics,60
Reyansh Ahuja,06817632859,Books,Fiction,1.7,Amazing features at this price! Highly recommended.,pbali@gmail.com,Uttarakhand,"981
Dass Ganj
Katni 369554",3,Fiction,Educational,54
Keya Date,05356576353,Beauty,Face Cream,1.8,Average product. Expected better quality.,ugopal@hotmail.com,Maharashtra,"H.No. 61, Khosla Street, Warangal 428910",3,Perfume,Foundation,33
Kavya Dhar,02372763830,Clothing,Jacket,1.1,Loved it! Exactly what I was looking for.,guhaindrans@yahoo.com,Meghalaya,"12/775
Jani Nagar
Gandhidham 571367",1.2,T-shirt,Jacket,64
Dishani Chhabra,1047438242,Sports,Football,3.9,Poor customer service. The product was damaged on arrival.,rati44@hotmail.com,Gujarat,"H.No. 354
Thakur Nagar, Visakhapatnam-266204",5,Badminton Racket,Cricket Bat,8
Ishita Dada,00345240596,Beauty,Lipstick,3.8,Average product. Expected better quality.,cdoshi@gmail.com,Maharashtra,"89/07
Arora
Junagadh 669896",2.7,Face Cream,Foundation,16
Urvi Choudhary,07865050362,Home Appliances,Microwave,4.6,Superb performance! Exceeded my expectations.,zainramaswamy@hotmail.com,Haryana,"43/483, Chaudry Chowk, Orai-250056",4.4,Air Conditioner,Air Conditioner,46
Vritika Bala,06674340341,Books,Comics,2.5,Loved it! Exactly what I was looking for.,himmat41@hotmail.com,Himachal Pradesh,"11/758, Mahal Nagar
Mau 171563",2.7,Educational,Non-fiction,87
Umang Doshi,0361419725,Beauty,Lipstick,3.5,Poor customer service. The product was damaged on arrival.,prerakdhar@hotmail.com,Himachal Pradesh,"32
Comar Ganj, Mira-Bhayandar 633959",4.4,Lipstick,Face Cream,82
Dhruv Dash,0209059584,Beauty,Lipstick,2.1,Not as described. Disappointed with the quality.,advika90@doctor-agarwal.org,Punjab,"55, Banik
Akola 966347",4.9,Perfume,Perfume,42
Mannat Jayaraman,05206416426,Books,Fiction,3.6,"The product is decent, but delivery took too long.",samar38@hotmail.com,Bihar,"H.No. 65
Bansal Path
Surat-675271",2.5,Educational,Non-fiction,99
Raunak Sehgal,7616359532,Home Appliances,Air Conditioner,1,Loved it! Exactly what I was looking for.,bhattshaan@rege.com,Maharashtra,"721, Divan Marg
Gurgaon 832349",2.1,Washing Machine,Refrigerator,12
Neelofar Shanker,8270523341,Beauty,Face Cream,2.5,Excellent quality! Very satisfied with the purchase.,fyogi@rao-varkey.com,Tripura,"188
Shenoy Zila, Chandigarh-411862",3.4,Perfume,Perfume,57
Pari Gade,9.14902E+11,Clothing,T-shirt,1.5,Loved it! Exactly what I was looking for.,aradhyabajwa@hotmail.com,West Bengal,"30/29, Rajagopalan
Guna 544778",4.6,Jacket,Jeans,84
Jhanvi Chakraborty,9.16462E+11,Sports,Cricket Bat,3.8,Loved it! Exactly what I was looking for.,hdhingra@gmail.com,Goa,"H.No. 420, Chahal, Kozhikode 266714",1.8,Yoga Mat,Yoga Mat,22
Divit Mani,3886981463,Electronics,Headphones,1.5,Excellent quality! Very satisfied with the purchase.,fshankar@hotmail.com,Assam,"H.No. 891
Kulkarni Circle
Shahjahanpur-308105",1.6,Tablet,Smartwatch,38
Drishya Bains,9.11185E+11,Sports,Badminton Racket,3.7,Average product. Expected better quality.,soodeva@ratta.biz,Gujarat,"797
Dora Zila, Karaikudi-606904",4.6,Yoga Mat,Badminton Racket,34
Mishti Rattan,08342935656,Sports,Football,3.5,Not as described. Disappointed with the quality.,balantarini@yahoo.com,Andhra Pradesh,"21/257
Kohli Street
Guntur 618545",2.4,Badminton Racket,Yoga Mat,75
Shayak Dua,3530274249,Home Appliances,Air Conditioner,3.9,Poor customer service. The product was damaged on arrival.,doshiryan@gmail.com,Rajasthan,"H.No. 91, Warrior, Allahabad-367665",3.5,Microwave,Microwave,57
Zoya Krishnamurthy,2793792297,Home Appliances,Microwave,3.7,"The product is decent, but delivery took too long.",elakshigarg@goel.info,Kerala,"H.No. 738, Basak Street
Avadi-217833",3.5,Air Conditioner,Washing Machine,86
Anahi Bala,0865140800,Books,Comics,5,Superb performance! Exceeded my expectations.,samar92@yahoo.com,Punjab,"06/57, Kalla Nagar
Tezpur-139625",2.3,Fiction,Non-fiction,21
Hridaan Bhat,05330321655,Sports,Yoga Mat,3.1,Superb performance! Exceeded my expectations.,mlad@yahoo.com,Punjab,"64/86, Sanghvi Street
Deoghar 958161",2.3,Badminton Racket,Cricket Bat,74
Trisha Kaur,9.13926E+11,Books,Non-fiction,4.2,Poor customer service. The product was damaged on arrival.,vyasadvika@yahoo.com,Manipur,"H.No. 214, Dasgupta Street
Saharsa-323810",4.6,Non-fiction,Comics,19
Krish Yohannan,07203885033,Sports,Cricket Bat,2.3,"Works well, but could be improved in durability.",miraan68@sarraf.com,Uttarakhand,"53/962
Keer Road, Arrah 331536",4.1,Football,Cricket Bat,93
Abram Dhaliwal,9672694441,Beauty,Face Cream,3.3,Superb performance! Exceeded my expectations.,shanayaramakrishnan@gmail.com,Maharashtra,"H.No. 909
De Chowk, Katihar 236259",4.5,Perfume,Foundation,60
Pihu Bir,9.16667E+11,Home Appliances,Microwave,2.5,Superb performance! Exceeded my expectations.,emir04@hotmail.com,West Bengal,"H.No. 68
Deshmukh Road
South Dumdum-930732",4.1,Washing Machine,Air Conditioner,69
Samarth Solanki,9.18457E+11,Books,Non-fiction,4,Average product. Expected better quality.,anika08@yahoo.com,Bihar,"70/899, Iyer Zila, Meerut 215262",4,Non-fiction,Fiction,41
Riya Acharya,0140438411,Beauty,Face Cream,4.2,Great value for money. Will buy again.,inaaya-seshadri@gopal-madan.com,Haryana,"60
Ahluwalia Nagar, Malda-492514",1.3,Lipstick,Perfume,50
Kartik Suri,9689297598,Books,Non-fiction,1.3,Poor customer service. The product was damaged on arrival.,priyanshlanka@hotmail.com,West Bengal,"27/890
Lal Chowk
Tiruppur 405383",4.4,Educational,Non-fiction,80
Riaan Kadakia,03399697399,Sports,Badminton Racket,1.3,Poor customer service. The product was damaged on arrival.,isachdev@jayaraman-dalal.com,Gujarat,"H.No. 019
Kapoor Path
Chittoor-592785",1.8,Yoga Mat,Badminton Racket,80
Samarth Ramaswamy,9070050944,Home Appliances,Refrigerator,3.2,Excellent quality! Very satisfied with the purchase.,gokul83@kibe.com,Himachal Pradesh,"611
Salvi Zila, Panihati 143558",1.9,Air Conditioner,Washing Machine,51
Uthkarsh Jha,9.19689E+11,Sports,Yoga Mat,4.7,Excellent quality! Very satisfied with the purchase.,advik99@gmail.com,Karnataka,"42/56
Bhardwaj Nagar, Asansol 379664",3.3,Football,Badminton Racket,60
Romil Kala,9.12633E+11,Clothing,Jeans,4.4,Amazing features at this price! Highly recommended.,boballakshay@bose-sen.com,Arunachal Pradesh,"H.No. 218, Sachdev Path, Haldia-048886",3.6,Saree,T-shirt,4
Tara Sami,02230899346,Sports,Badminton Racket,1.8,"The product is decent, but delivery took too long.",venkateshvihaan@mand-baral.com,Maharashtra,"24/210
Sarraf
Bhiwandi-630275",5,Football,Football,54
Rasha Bera,9.14879E+11,Beauty,Face Cream,4.3,Amazing features at this price! Highly recommended.,nayantara14@yahoo.com,Punjab,"22/27
Jani
Bijapur 387785",3.2,Lipstick,Face Cream,72
Ojas Chatterjee,1040118916,Clothing,Jeans,3.9,Excellent quality! Very satisfied with the purchase.,ahluwaliarati@kade.org,Odisha,"10/98, Bhattacharyya Road, Navi Mumbai-005001",4.9,Shoes,T-shirt,7
Rhea Dhingra,09473024112,Beauty,Face Cream,4.3,Poor customer service. The product was damaged on arrival.,neelofar48@boase.com,Andhra Pradesh,"04
Soni
Bhavnagar 686449",1.3,Foundation,Face Cream,26
Tara Garg,07409093988,Electronics,Smartphone,3.2,"The product is decent, but delivery took too long.",dshankar@dass-vala.info,Bihar,"04/19
Kamdar Nagar, Anantapuram-989297",2.5,Laptop,Laptop,62
Alia Sarraf,08337624177,Electronics,Tablet,2.4,Not as described. Disappointed with the quality.,umang59@goyal.info,Goa,"09, Lala Road
Satna 149193",4.5,Smartwatch,Headphones,100
Damini Mann,7527673666,Beauty,Lipstick,1.9,"The product is decent, but delivery took too long.",kraja@chana.com,Maharashtra,"H.No. 873, Dutt Circle, Panipat 563228",2,Lipstick,Face Cream,94
Himmat Hora,07517524370,Beauty,Perfume,3.9,Poor customer service. The product was damaged on arrival.,zsengupta@goda-gaba.biz,West Bengal,"H.No. 88
Devi Zila
Bhiwani 164145",4.1,Perfume,Lipstick,23
